SERIALNO,SPORDER,PUMA,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANP,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FHICOVP,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB
47424,3,3739,1007588,102,67,4,1984,1,2,2,2,2,2,,2,2,3,,2,,,2,2,2,2,2,2,2,0,40,2,1,1960,1,5,2,2,1,2,1974,1,2,0,0,0,1,0,0,0,0,0,3,5,3,3,3,0,0,5,0,1,,1,0,1,0,0,19200,40,1,2,2,2000,4,999,999,7,2,2,,1,1,6203,,2,1,3490,96,49,,,6,335M,2,,0,8810,4,19200,19200,247,370,7100,6,2,2,1,6,57,9,0,1,0,0,1,0,0,0,0,2,2,,,519120,6,4
47430,1,11102,1007588,55,34,1,1983,1,2,2,2,2,2,2,1,2,2,,2,,,2,2,2,2,1,2,2,0,30,1,1,1970,2,1,2,2,1,2,2012,3,2,1,0,0,0,0,0,0,0,0,2,5,2,2,3,8000,0,0,0,1,,23,0,1,0,0,120000,65,1,1,1,1977,2,91,32,4,2,1,,1,0,5301,,1,1,7270,94,49,3700,6,1,5411,1,,0,2100,,120000,128000,6,501,11100,6,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,2310XX,1,1
47430,2,11102,1007588,75,32,1,,1,2,2,2,2,2,,,2,,1,2,,,2,2,2,2,1,2,2,0,25,1,1,,2,1,2,2,1,2,2012,3,4,,,,,,,,,,2,5,2,2,3,3000,0,1,0,1,,22,0,2,0,0,15000,20,1,3,2,,2,26,291,,2,1,,6,0,5507,,1,1,7390,81,37,3700,6,1,5416,1,,0,5700,1,15000,18000,6,501,3700,6,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,436010,,1
47430,3,11102,1007588,73,3,1,1995,,2,2,2,2,2,,,2,3,,2,,,2,2,2,2,1,2,2,0,,,,1200,1,5,2,2,1,2,1956,3,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,1,,2,0,1,0,6700,0,,3,,2,1972,4,999,999,4,2,,2,6,1,,,1,1,,,,3700,6,1,,1,1,1,,4,0,6700,6,501,,,1,2,1,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47430,4,11102,1007588,84,0,1,,,2,2,2,2,2,,,2,3,,2,,,2,2,2,2,1,2,2,0,,,,1200,1,5,2,2,1,2,1956,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,1,,7,0,2,0,14900,0,,3,,2,1972,4,999,999,4,2,,2,6,1,,,1,1,,,,,,1,,1,1,1,,,0,14900,6,501,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47432,1,3900,1007588,56,81,1,,6,2,2,2,2,2,,2,2,1,,1,4,1,2,1,1,2,2,1,2,0,,,,1200,1,2,2,2,1,1,1960,1,2,0,0,0,0,0,1,0,0,0,2,5,2,2,3,0,0,0,28000,1,,21,4200,1,0,25000,0,5,1,6,2,1975,2,22,26,4,2,,,6,1,1501,2602,1,1,2180,,,,,3,3253,1,,0,2340,,4200,57200,4,337,,,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,253000,9,1
47432,2,3900,1007588,76,47,1,1975,,1,2,2,1,1,,,1,2,2,2,,,2,2,2,1,2,2,2,0,,,,1200,1,3,2,2,1,2,1993,1,4,,,,,,,,,,2,5,2,2,2,0,0,2,0,1,,21,0,2,7200,0,0,,3,,2,1972,2,22,20,4,1,,,6,0,6199,,1,1,,,,,,4,,1,,0,,2,0,7200,49,337,,,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,2,1,1,3,,,1
47432,3,3900,1007588,29,17,1,2002,6,2,2,2,2,2,,,2,1,,2,,,1,2,2,1,2,2,2,0,45,1,1,2770,2,5,2,2,1,2,1995,1,4,,,,,,,,,,2,5,2,2,3,0,0,7,0,1,,12,0,1,0,0,0,40,3,1,2,1997,2,22,20,6,2,1,8,6,0,,,1,1,7390,115,67,,,6,5416,1,7,0,710,,0,0,6,337,7100,6,1,1,2,1,1,1,0,0,0,0,1,0,0,1,1,,,1,5,131111,,1
47437,1,8504,1007588,105,56,4,2015,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,30000,15,1,1,1970,1,1,2,2,1,2,1985,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,1,0,0,130000,40,1,1,1,1969,1,706,999,3,2,1,,1,0,,,1,1,3390,109,67,,,1,334M2,2,,0,1530,4,130000,160000,207,501,8500,6,1,2,2,6,43,5,0,1,0,0,1,0,0,0,0,,,,,1721YY,,4
47437,2,8504,1007588,100,54,4,1990,4,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,15,1,1,1970,1,1,2,2,1,2,1985,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,2,0,0,70000,40,1,1,1,1982,1,706,999,5,2,1,,1,0,2102,,1,1,7870,82,40,,,1,611M1,2,,0,230,4,70000,70000,209,501,8500,6,1,2,1,6,43,5,0,1,0,0,1,0,0,0,0,1,2,,,119030,,4
47437,3,8504,1007588,138,27,1,,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,5,1,1,1970,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,21,0,1,0,0,70000,40,1,1,1,2006,1,706,999,7,2,1,,1,0,2408,,1,1,3390,95,55,,,6,334M2,1,,0,1530,,70000,70000,6,501,8500,6,1,2,4,6,43,5,0,1,0,0,1,0,0,0,0,1,2,,,1721YY,,1
47437,4,8504,1007588,151,25,1,,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,0,35,1,1,1970,1,5,2,2,1,2,1994,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,21,0,2,0,0,42000,40,1,1,1,1956,1,706,999,2,2,1,,1,0,6200,,1,1,7460,113,67,,,6,5417,1,,0,800,4,42000,42000,6,501,8500,6,1,2,3,6,43,5,0,1,0,0,1,0,0,0,0,2,2,,,132011,,1
47456,1,1304,1007588,76,39,1,,2,2,2,2,1,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,2,11,,2,1,2,2,1,2,2009,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,24,0,1,0,0,175000,40,1,1,1,,3,996,999,,1,2,,1,0,5501,,1,1,7460,80,37,3700,6,1,5417,1,,0,1800,4,175000,175000,6,501,1300,6,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,193011,,1
47456,2,1304,1007588,94,35,1,,3,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,25,1,1,,2,1,2,2,1,2,2009,3,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,2,0,0,150000,40,1,1,1,,1,599,999,,2,1,,1,0,5506,,1,1,7870,99,55,3700,6,1,611M1,1,,0,726,1,150000,150000,34,501,100,6,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,131131,,1
47456,3,1304,1007588,96,5,1,,,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,19000,,,,,2,5,2,2,1,2,2008,3,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,2,2,0,1,0,0,0,,3,,2,,2,599,22,,2,,1,6,0,6203,,1,1,,,,3700,6,1,,1,1,1,,2,0,19000,6,501,,,1,2,3,9,68,16,0,0,1,0,2,0,0,1,1,2,2,,,,,1
47477,1,8900,1007588,146,24,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,20,1,1,,2,1,2,2,1,2,2015,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,16,20,0,2,0,0,17000,40,1,1,1,,1,68,999,,2,1,,1,0,2105,2102,1,1,8190,44,10,,,2,622,1,,0,4120,1,17000,17000,6,103,8900,6,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,353041,,1
47477,2,8900,1007588,167,4,1,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,2,2,,1,,,,,,,,,1,68,999,,2,,7,,0,,,1,1,,,,,,,,1,7,1,,,,,6,103,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47484,1,7308,1007588,123,30,1,,1,2,2,2,2,2,,,2,1,,2,,,1,1,2,2,2,2,2,0,30,1,1,1200,2,1,2,2,1,2,2008,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,1,0,0,100000,40,1,1,1,,1,210,999,,2,1,,1,0,,,1,2,590,94,49,,,1,221MP,1,,0,8140,,100000,100000,6,501,7300,6,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,514120,,1
47484,2,7308,1007588,64,31,1,,1,2,2,2,2,2,,,2,1,1,2,,,1,2,2,2,2,2,2,0,5,1,1,1200,2,1,2,2,1,2,2008,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,20,0,2,0,0,30000,24,1,4,1,,1,210,999,,2,1,,1,0,,,1,2,7870,86,46,,,1,611M1,1,,0,3255,1,30000,30000,6,501,7300,6,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,291141,,1
47484,3,7308,1007588,91,2,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,1,1,,2,,,,,,,,,1,210,999,,2,,1,,0,,,1,2,,,,,,,,1,1,1,,,,,6,501,,,1,2,1,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47484,4,7308,1007588,88,0,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,210,999,,2,,1,,0,,,1,2,,,,,,,,1,1,1,,,,,6,501,,,1,2,1,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47485,1,8303,1007588,148,65,1,,6,2,2,2,2,2,,,2,1,,2,,,1,2,1,2,2,2,2,-5400,,,,1110,2,3,2,2,2,2,1981,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,43700,1,,21,0,1,0,5100,0,,3,,2,,4,999,999,,2,,,6,1,4101,,1,1,7390,,,,,4,5416,1,,0,710,,0,43400,6,381,,,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,131111,,1
47485,2,8303,1007588,177,66,1,,5,2,2,2,2,2,,,2,,2,2,,,1,1,1,2,2,2,2,0,15,,10,,2,3,2,2,1,2,1981,1,4,,,,,,,,,,2,5,2,2,3,0,0,11,10000,1,,21,0,1,0,13400,0,38,2,1,2,,4,999,999,,2,,,6,1,2400,,1,1,9590,94,52,,,4,928P,1,,0,1530,2,0,23400,6,205,100,6,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,1721YY,,1
47485,3,8303,1007588,134,31,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,,2,3,2,2,1,2,2006,1,4,,,,,,,,,,3,5,3,3,3,0,0,11,0,1,6,9,0,1,0,0,35000,40,1,1,1,,4,999,999,,2,1,3,1,0,,,1,2,8270,80,37,,,4,6231,1,1,0,3600,,35000,35000,6,283,8300,6,1,2,4,6,45,6,0,1,0,0,1,0,0,0,0,,,,,311010,,1
47488,1,8104,1007588,99,39,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,60,1,1,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,4,16,0,2,0,0,150000,60,1,1,1,,2,46,50,,2,1,3,1,0,,,1,1,2070,94,43,,,6,32411,1,1,0,8630,3,150000,150000,6,501,8500,6,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,518090,,1
47488,2,8104,1007588,119,14,1,,3,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,308000,5,1,1,,2,5,2,2,1,2,1958,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,2900,2,10,11,0,1,0,13000,1200,2,1,6,1,,2,902,740,,2,1,7,1,0,5404,,1,1,9390,68,28,,,3,92119,1,7,1,5940,4,1200,325100,6,501,3700,6,1,2,1,9,68,16,0,0,1,0,2,0,0,1,1,2,2,,,439XXX,,1
47488,3,8104,1007588,132,2,1,,,2,2,2,2,2,3,1,1,,,2,,,1,2,2,2,2,2,2,30000,,,,,2,5,2,2,1,2,1955,1,2,0,0,0,0,0,1,0,0,0,2,5,2,2,3,0,0,2,24000,1,,19,0,2,0,16100,0,,3,,2,,2,814,740,,2,,7,6,0,,,1,1,,,,,,3,,1,7,1,,,0,70100,6,501,,,1,2,2,9,68,27,0,0,0,0,2,1,0,1,1,,,,,,9,1
47488,4,8104,1007588,98,94,1,,1,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,36000,10,1,1,,2,2,2,2,1,2,1951,1,4,,,,,,,,,,2,5,2,2,3,0,0,10,3600,1,,16,0,2,0,13000,0,60,3,1,2,,1,46,999,,2,1,,6,0,,,1,1,770,72,31,,,3,23,1,,0,7630,4,0,52600,6,501,8900,6,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,4990XX,,1
47488,5,8104,1007588,120,45,1,,,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,,,,3420,1,3,2,2,1,2,1995,1,4,,,,,,,,,,2,5,2,2,3,0,0,13,0,1,,16,0,1,0,0,0,,3,,2,,1,814,999,,2,,,6,0,,,1,1,,,,,,4,,1,,0,,,0,0,6,0,,,1,2,1,7,61,13,0,0,0,0,1,1,0,0,0,,,,,,,1
47493,1,7114,1007588,152,54,5,,6,2,2,2,2,2,,,2,,,2,,,2,2,2,2,2,2,2,0,15,1,1,,2,5,2,2,2,2,1996,3,4,,,,,,,,,,3,5,3,3,3,0,0,16,0,1,,9,0,1,0,0,0,10,3,5,1,1974,1,210,999,4,2,1,,6,0,,,2,2,7490,85,43,3700,6,6,5419Z,2,,0,2910,4,0,0,303,501,300,6,2,2,3,8,67,15,0,0,0,0,1,0,1,0,0,,,,,274021,,3
47500,1,7101,1007588,44,26,4,2002,1,2,2,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,2,0,1,,10,1420,1,1,2,2,1,2,2012,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,10,17,0,2,0,0,47500,40,1,1,1,1995,1,615,999,6,2,,,1,0,,,2,1,5090,82,42,8900,6,1,447,2,,0,4700,4,47500,47500,210,501,7100,6,2,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,411011,,4
47500,2,7101,1007588,52,28,4,2002,1,2,2,2,2,2,,,2,1,,2,,,2,2,2,2,2,2,2,0,1,,10,1420,1,1,2,2,1,2,2012,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,16,0,1,0,0,40000,60,1,1,1,1995,1,615,999,6,2,,,1,0,,,2,1,5090,70,31,,,1,447,2,,0,4700,4,40000,40000,210,501,7100,6,2,2,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,411011,,4
47500,3,7101,1007588,47,55,4,2002,1,2,2,2,2,2,,,2,1,2,2,,,2,2,2,2,2,2,2,0,1,,10,1420,1,1,2,2,1,2,1986,1,4,,,,,,,,,,3,5,3,3,3,0,0,6,0,1,,16,0,1,0,0,100000,40,1,1,1,1995,1,615,999,6,2,,,1,0,5502,,2,1,5090,70,31,,,1,447,2,,0,430,2,100000,100000,210,501,7100,6,2,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,1,1,119XXX,,4
47500,4,7101,1007588,48,49,4,2002,1,2,2,2,2,2,,,2,1,2,2,,,2,2,2,2,2,2,2,0,1,,10,1420,1,1,2,2,1,2,1986,1,4,,,,,,,,,,3,5,3,3,3,0,0,6,0,1,,16,0,2,0,0,45300,60,1,1,1,1995,1,615,999,6,2,,,1,0,2102,,2,1,5090,70,31,,,1,447,2,,0,4700,4,45300,45300,210,501,7100,6,2,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,1,1,411011,,4
47501,1,9902,1007588,215,27,1,,1,2,2,2,2,2,,,2,1,,,,,2,2,2,2,2,2,2,0,6,1,1,1200,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,9,19,0,1,0,0,24000,40,1,1,1,,1,211,999,,2,1,2,1,0,,,2,2,4690,95,55,9900,6,6,4413,1,1,0,4700,,24000,24000,6,125,9900,6,2,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,411011,,1
47501,2,9902,1007588,253,4,1,,,2,2,2,,2,,,2,,,,,,2,2,2,1,2,2,2,,,,,,2,5,,,,,,3,,,,,,,,,,,,,,,,,,2,,2,1,1,,1,,,,,,,,,1,211,999,,2,,5,,0,,,1,2,,,,9900,6,,,1,5,1,,,,,6,125,,,2,1,4,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47501,3,9902,1007588,229,51,1,1996,6,2,2,2,2,2,,,2,1,,1,,2,2,2,2,1,2,2,2,0,,,,1200,1,3,2,2,1,2,1981,3,4,,,,,,,,,,2,1,2,1,3,0,0,6,0,1,,18,0,2,0,0,0,,2,,2,1979,1,211,999,4,2,,,3,0,5200,,1,2,7490,,,9900,6,4,5419Z,1,,0,2860,4,0,0,6,125,,,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,273090,,1
47516,1,7502,1007588,75,84,1,2007,1,2,1,2,2,2,,,2,1,,2,,,2,1,1,2,2,2,2,3600,60,1,1,2920,2,5,2,2,2,2,1994,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,18,0,1,0,20400,0,40,3,1,2,1977,1,26,999,4,1,1,,6,1,3607,,1,1,5070,97,46,,,6,44611,1,,0,4700,4,0,24000,17,210,5900,6,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,411011,,1
47520,1,701,1007588,319,39,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,10,1,1,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,20000,20,1,1,1,,1,939,999,,2,1,,1,1,,,1,1,8680,180,109,,,6,722Z,1,,0,4110,4,20000,20000,6,161,700,6,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,353031,,1
47520,2,701,1007588,531,37,1,,1,2,2,2,2,2,,,2,,2,2,,,2,2,2,2,2,2,2,0,30,1,10,,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,1,,20,0,1,0,0,20000,30,1,1,1,,1,939,999,,2,1,,1,0,,,2,1,8680,208,121,700,6,6,722Z,1,,0,310,4,20000,20000,6,161,700,6,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,119051,,1
47524,1,3712,1007588,141,48,4,2005,1,2,2,2,2,2,,,2,2,,2,,,2,2,2,1,2,2,2,330,10,1,1,4500,1,1,2,2,1,2,2005,1,4,,,,,,,,,,3,5,3,3,3,0,1500,0,0,1,,21,0,1,0,0,15000,40,1,5,1,1998,1,402,999,6,2,1,,1,0,5404,,1,1,3380,80,39,300,6,1,3345,2,,0,1540,,15000,16830,414,109,3700,6,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,173010,,6
47524,2,3712,1007588,131,38,5,,1,2,2,2,2,2,,,2,3,2,2,,,2,2,2,1,2,2,2,0,30,1,1,4500,1,1,2,2,1,2,2005,1,4,,,,,,,,,,2,5,2,2,3,0,9600,1,0,1,,21,0,2,0,0,0,40,3,1,2,2006,1,402,999,7,2,1,,6,0,5404,,1,1,770,91,46,,,1,23,2,,0,6355,3,0,9600,414,109,6500,6,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,472111,,6
47524,3,3712,1007588,127,7,1,,,2,2,2,2,2,,,2,2,2,2,,,2,2,2,1,2,2,2,0,,,,4500,1,5,2,2,1,2,1994,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,4,4,0,1,0,0,0,,3,,2,,1,402,999,,2,,2,6,0,,,1,1,,,,,,1,,1,4,1,,3,0,0,6,109,,,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47524,4,3712,1007588,147,3,1,,,2,2,2,2,2,,,2,,2,,,,2,2,2,1,2,2,2,0,,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,2,0,0,2,0,1,,1,0,2,0,0,0,,3,,2,,1,402,999,,2,,2,6,0,,,1,1,,,,,,6,,1,4,1,,4,0,0,6,109,,,2,1,3,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47528,1,5914,1007588,102,86,1,,,2,2,2,2,2,3,1,2,,2,2,,,1,2,1,2,2,1,2,0,,,,,2,2,2,2,1,1,1953,1,2,0,0,0,0,0,1,0,0,0,2,5,2,2,3,12700,0,0,1700,1,13,16,0,1,0,18000,0,,3,,2,,4,999,999,,2,,2,6,0,,,1,1,,,,,,3,,1,1,0,,4,0,32400,6,284,,,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,9,1
47565,1,3732,1007588,74,33,1,,3,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,25,1,1,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,8,21,0,2,0,0,80000,40,1,1,1,,4,999,999,,2,1,2,1,0,4801,5500,1,1,7860,93,49,,,6,6111,1,1,0,3230,4,80000,80000,8,501,3700,6,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,291127,,1
47571,1,7312,1007588,12,22,1,,5,2,2,2,2,2,,2,2,,,,,,2,2,2,2,1,2,2,0,5,,10,,2,5,,,,,,1,1,1,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,17,0,1,6,16,0,1,0,0,20000,60,1,1,1,,1,32,999,,2,,2,4,0,,,1,1,9770,74,34,,,6,928110P4,1,1,0,7140,,20000,20000,51,171,7300,6,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,493011,1,1
47572,1,6706,1007588,126,32,4,2008,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,40,1,1,,2,1,2,1,1,2,2015,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,2,21,0,1,0,0,130000,40,1,1,1,1984,1,210,999,5,2,1,2,1,0,6203,,1,2,590,90,43,,,1,221MP,2,1,0,5240,,130000,130000,303,501,6700,6,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,434051,,3
47572,2,6706,1007588,189,27,1,,1,2,2,2,2,2,,2,2,,2,2,,,1,2,2,2,2,2,2,0,40,1,1,,2,1,2,1,1,2,2015,1,4,0,0,0,0,0,1,1,0,0,3,5,3,3,3,0,0,1,0,1,,19,0,2,0,0,25000,40,1,1,1,,1,924,999,,2,1,,1,0,,,1,1,770,90,43,,,1,23,1,,0,5700,4,25000,25000,6,501,6700,6,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,436010,9,1
47583,1,8900,1007588,95,94,1,,,2,2,1,1,1,,,1,,,2,,,2,2,1,1,2,2,2,0,,,,,2,2,2,2,3,2,1945,1,4,,,,,,,,,,3,5,3,3,3,0,0,16,0,1,,16,0,2,9600,0,0,,3,,2,,4,999,999,,1,,,6,1,,,1,1,,,,,,3,,1,,0,,4,0,9600,6,411,,,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,,1
47593,1,3720,1007588,60,40,1,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,60,1,1,,2,1,2,2,1,2,2004,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,2,16,22,0,1,0,0,180000,50,1,1,1,,1,210,999,,2,1,,1,0,2102,,1,2,6990,112,61,,,1,524,1,,0,110,4,180000,180000,6,501,3700,6,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,113021,,1
47593,2,3720,1007588,58,36,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,,,,,2,1,2,2,1,2,2004,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,21,0,2,0,0,0,,3,,2,,1,210,999,,2,,,6,0,6006,,1,2,6990,,,,,1,524,1,,0,5840,4,0,0,6,501,,,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,439041,,1
47606,1,6706,1007588,39,30,1,,1,2,2,2,2,2,,,2,2,2,2,,,1,2,2,2,2,2,2,0,33,2,1,1200,2,1,2,2,1,2,2014,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,40000,35,1,1,1,,1,917,999,,2,2,,1,0,,,1,1,7980,85,40,1100,41,1,6212,1,,0,3640,1,40000,40000,41,501,6100,6,1,2,3,3,9,3,1,0,0,0,1,0,0,0,0,,,,,319091,,1
47606,2,6706,1007588,57,44,1,,1,2,2,2,2,2,,,2,3,2,2,,,1,2,2,2,2,2,2,0,15,1,1,1200,2,1,2,2,1,2,2014,3,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,19,0,1,0,0,60000,32,1,1,1,2006,1,50,999,7,2,1,,1,0,,,1,1,4870,85,43,1100,41,1,4441Z,1,,0,4760,3,60000,60000,6,501,6700,6,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,412031,,1
47606,3,6706,1007588,53,2,1,,,2,2,2,,2,,,2,1,,,,,1,2,2,2,2,2,2,,,,,1200,1,5,,,,,,3,,,,,,,,,,,,,,,,,,2,,2,3,3,,2,,,,,,,,,2,22,50,,2,,1,,0,,,1,1,,,,1100,41,,,1,1,1,,,,,41,501,,,1,2,3,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
47635,1,3751,1007588,143,41,5,,1,2,2,2,2,2,,,2,3,,2,,,2,2,2,2,2,2,2,0,141,,3,1200,1,1,2,2,1,2,1990,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,1,9,0,1,0,0,27000,40,1,1,1,1995,1,210,999,6,2,,2,1,0,,,2,2,8680,76,16,,,1,722Z,2,3,0,4020,,27000,27000,303,262,3700,6,2,2,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,352010,,3
